match,team1,team2,season,date,series,match_number,venue,player_of_match,winner,over,team,runs,runs_total
1072207 - United Arab Emirates vs Afghanistan,United Arab Emirates,Afghanistan,2016/17,2016-12-16,Afghanistan in United Arab Emirates T20I Series,2,Dubai International Cricket Stadium,Najibullah Zadran,Afghanistan,15,United Arab Emirates,37,141
1072207 - United Arab Emirates vs Afghanistan,United Arab Emirates,Afghanistan,2016/17,2016-12-16,Afghanistan in United Arab Emirates T20I Series,2,Dubai International Cricket Stadium,Najibullah Zadran,Afghanistan,20,United Arab Emirates,57,198
1072207 - United Arab Emirates vs Afghanistan,United Arab Emirates,Afghanistan,2016/17,2016-12-16,Afghanistan in United Arab Emirates T20I Series,2,Dubai International Cricket Stadium,Najibullah Zadran,Afghanistan,5,Afghanistan,46,46
1072207 - United Arab Emirates vs Afghanistan,United Arab Emirates,Afghanistan,2016/17,2016-12-16,Afghanistan in United Arab Emirates T20I Series,2,Dubai International Cricket Stadium,Najibullah Zadran,Afghanistan,10,Afghanistan,49,95
1072207 - United Arab Emirates vs Afghanistan,United Arab Emirates,Afghanistan,2016/17,2016-12-16,Afghanistan in United Arab Emirates T20I Series,2,Dubai International Cricket Stadium,Najibullah Zadran,Afghanistan,15,Afghanistan,47,142
1072207 - United Arab Emirates vs Afghanistan,United Arab Emirates,Afghanistan,2016/17,2016-12-16,Afghanistan in United Arab Emirates T20I Series,2,Dubai International Cricket Stadium,Najibullah Zadran,Afghanistan,20,Afghanistan,44,186
1072208 - United Arab Emirates vs Afghanistan,United Arab Emirates,Afghanistan,2016/17,2016-12-18,Afghanistan in United Arab Emirates T20I Series,3,ICC Academy,Rashid Khan,Afghanistan,5,Afghanistan,29,29
1072208 - United Arab Emirates vs Afghanistan,United Arab Emirates,Afghanistan,2016/17,2016-12-18,Afghanistan in United Arab Emirates T20I Series,3,ICC Academy,Rashid Khan,Afghanistan,10,Afghanistan,25,54
1072208 - United Arab Emirates vs Afghanistan,United Arab Emirates,Afghanistan,2016/17,2016-12-18,Afghanistan in United Arab Emirates T20I Series,3,ICC Academy,Rashid Khan,Afghanistan,15,Afghanistan,34,88
1072208 - United Arab Emirates vs Afghanistan,United Arab Emirates,Afghanistan,2016/17,2016-12-18,Afghanistan in United Arab Emirates T20I Series,3,ICC Academy,Rashid Khan,Afghanistan,20,Afghanistan,41,129
1072208 - United Arab Emirates vs Afghanistan,United Arab Emirates,Afghanistan,2016/17,2016-12-18,Afghanistan in United Arab Emirates T20I Series,3,ICC Academy,Rashid Khan,Afghanistan,5,United Arab Emirates,58,58
1072208 - United Arab Emirates vs Afghanistan,United Arab Emirates,Afghanistan,2016/17,2016-12-18,Afghanistan in United Arab Emirates T20I Series,3,ICC Academy,Rashid Khan,Afghanistan,10,United Arab Emirates,56,114
1072208 - United Arab Emirates vs Afghanistan,United Arab Emirates,Afghanistan,2016/17,2016-12-18,Afghanistan in United Arab Emirates T20I Series,3,ICC Academy,Rashid Khan,Afghanistan,15,United Arab Emirates,33,147
1072208 - United Arab Emirates vs Afghanistan,United Arab Emirates,Afghanistan,2016/17,2016-12-18,Afghanistan in United Arab Emirates T20I Series,3,ICC Academy,Rashid Khan,Afghanistan,20,United Arab Emirates,26,173
1074957 - Hong Kong vs Scotland,Hong Kong,Scotland,2016/17,2017-01-14,Desert T20 Challenge,1,Sheikh Zayed Stadium,CS MacLeod,Scotland,5,Scotland,49,49
1074957 - Hong Kong vs Scotland,Hong Kong,Scotland,2016/17,2017-01-14,Desert T20 Challenge,1,Sheikh Zayed Stadium,CS MacLeod,Scotland,10,Scotland,57,106
1074957 - Hong Kong vs Scotland,Hong Kong,Scotland,2016/17,2017-01-14,Desert T20 Challenge,1,Sheikh Zayed Stadium,CS MacLeod,Scotland,15,Scotland,36,142
1074957 - Hong Kong vs Scotland,Hong Kong,Scotland,2016/17,2017-01-14,Desert T20 Challenge,1,Sheikh Zayed Stadium,CS MacLeod,Scotland,20,Scotland,27,169
1074957 - Hong Kong vs Scotland,Hong Kong,Scotland,2016/17,2017-01-14,Desert T20 Challenge,1,Sheikh Zayed Stadium,CS MacLeod,Scotland,5,Hong Kong,28,28
1074957 - Hong Kong vs Scotland,Hong Kong,Scotland,2016/17,2017-01-14,Desert T20 Challenge,1,Sheikh Zayed Stadium,CS MacLeod,Scotland,10,Hong Kong,34,62
1074957 - Hong Kong vs Scotland,Hong Kong,Scotland,2016/17,2017-01-14,Desert T20 Challenge,1,Sheikh Zayed Stadium,CS MacLeod,Scotland,15,Hong Kong,34,96
1074957 - Hong Kong vs Scotland,Hong Kong,Scotland,2016/17,2017-01-14,Desert T20 Challenge,1,Sheikh Zayed Stadium,CS MacLeod,Scotland,20,Hong Kong,32,128
1074958 - Afghanistan vs Ireland,Afghanistan,Ireland,2016/17,2017-01-14,Desert T20 Challenge,2,Sheikh Zayed Stadium,Mohammad Nabi,Afghanistan,5,Ireland,32,32
1074958 - Afghanistan vs Ireland,Afghanistan,Ireland,2016/17,2017-01-14,Desert T20 Challenge,2,Sheikh Zayed Stadium,Mohammad Nabi,Afghanistan,10,Ireland,28,60
1074958 - Afghanistan vs Ireland,Afghanistan,Ireland,2016/17,2017-01-14,Desert T20 Challenge,2,Sheikh Zayed Stadium,Mohammad Nabi,Afghanistan,15,Ireland,31,91
1074958 - Afghanistan vs Ireland,Afghanistan,Ireland,2016/17,2017-01-14,Desert T20 Challenge,2,Sheikh Zayed Stadium,Mohammad Nabi,Afghanistan,20,Ireland,29,120
1074958 - Afghanistan vs Ireland,Afghanistan,Ireland,2016/17,2017-01-14,Desert T20 Challenge,2,Sheikh Zayed Stadium,Mohammad Nabi,Afghanistan,5,Afghanistan,34,34
1074958 - Afghanistan vs Ireland,Afghanistan,Ireland,2016/17,2017-01-14,Desert T20 Challenge,2,Sheikh Zayed Stadium,Mohammad Nabi,Afghanistan,10,Afghanistan,52,86
1074958 - Afghanistan vs Ireland,Afghanistan,Ireland,2016/17,2017-01-14,Desert T20 Challenge,2,Sheikh Zayed Stadium,Mohammad Nabi,Afghanistan,15,Afghanistan,42,128
1074958 - Afghanistan vs Ireland,Afghanistan,Ireland,2016/17,2017-01-14,Desert T20 Challenge,2,Sheikh Zayed Stadium,Mohammad Nabi,Afghanistan,20,Afghanistan,28,156
1074959 - Netherlands vs Oman,Netherlands,Oman,2016/17,2017-01-15,Desert T20 Challenge,3,Sheikh Zayed Stadium,MJG Rippon,Netherlands,5,Oman,31,31
1074959 - Netherlands vs Oman,Netherlands,Oman,2016/17,2017-01-15,Desert T20 Challenge,3,Sheikh Zayed Stadium,MJG Rippon,Netherlands,10,Oman,47,78
1074959 - Netherlands vs Oman,Netherlands,Oman,2016/17,2017-01-15,Desert T20 Challenge,3,Sheikh Zayed Stadium,MJG Rippon,Netherlands,15,Oman,32,110
1074959 - Netherlands vs Oman,Netherlands,Oman,2016/17,2017-01-15,Desert T20 Challenge,3,Sheikh Zayed Stadium,MJG Rippon,Netherlands,20,Oman,17,127
1074959 - Netherlands vs Oman,Netherlands,Oman,2016/17,2017-01-15,Desert T20 Challenge,3,Sheikh Zayed Stadium,MJG Rippon,Netherlands,5,Netherlands,20,20
1074959 - Netherlands vs Oman,Netherlands,Oman,2016/17,2017-01-15,Desert T20 Challenge,3,Sheikh Zayed Stadium,MJG Rippon,Netherlands,10,Netherlands,18,38
1074959 - Netherlands vs Oman,Netherlands,Oman,2016/17,2017-01-15,Desert T20 Challenge,3,Sheikh Zayed Stadium,MJG Rippon,Netherlands,15,Netherlands,31,69
1074959 - Netherlands vs Oman,Netherlands,Oman,2016/17,2017-01-15,Desert T20 Challenge,3,Sheikh Zayed Stadium,MJG Rippon,Netherlands,20,Netherlands,40,109
1074962 - United Arab Emirates vs Afghanistan,United Arab Emirates,Afghanistan,2016/17,2017-01-16,Desert T20 Challenge,6,Sheikh Zayed Stadium,Dawlat Zadran,Afghanistan,5,United Arab Emirates,47,47
1074962 - United Arab Emirates vs Afghanistan,United Arab Emirates,Afghanistan,2016/17,2017-01-16,Desert T20 Challenge,6,Sheikh Zayed Stadium,Dawlat Zadran,Afghanistan,10,United Arab Emirates,15,62
1074962 - United Arab Emirates vs Afghanistan,United Arab Emirates,Afghanistan,2016/17,2017-01-16,Desert T20 Challenge,6,Sheikh Zayed Stadium,Dawlat Zadran,Afghanistan,15,United Arab Emirates,41,103
1074962 - United Arab Emirates vs Afghanistan,United Arab Emirates,Afghanistan,2016/17,2017-01-16,Desert T20 Challenge,6,Sheikh Zayed Stadium,Dawlat Zadran,Afghanistan,20,United Arab Emirates,39,142
1074962 - United Arab Emirates vs Afghanistan,United Arab Emirates,Afghanistan,2016/17,2017-01-16,Desert T20 Challenge,6,Sheikh Zayed Stadium,Dawlat Zadran,Afghanistan,5,Afghanistan,53,53
1074962 - United Arab Emirates vs Afghanistan,United Arab Emirates,Afghanistan,2016/17,2017-01-16,Desert T20 Challenge,6,Sheikh Zayed Stadium,Dawlat Zadran,Afghanistan,10,Afghanistan,49,102
1074962 - United Arab Emirates vs Afghanistan,United Arab Emirates,Afghanistan,2016/17,2017-01-16,Desert T20 Challenge,6,Sheikh Zayed Stadium,Dawlat Zadran,Afghanistan,15,Afghanistan,28,130
1074962 - United Arab Emirates vs Afghanistan,United Arab Emirates,Afghanistan,2016/17,2017-01-16,Desert T20 Challenge,6,Sheikh Zayed Stadium,Dawlat Zadran,Afghanistan,20,Afghanistan,31,161
1074964 - Netherlands vs Scotland,Netherlands,Scotland,2016/17,2017-01-17,Desert T20 Challenge,8,Sheikh Zayed Stadium,JH Davey,Scotland,5,Scotland,33,33
1074964 - Netherlands vs Scotland,Netherlands,Scotland,2016/17,2017-01-17,Desert T20 Challenge,8,Sheikh Zayed Stadium,JH Davey,Scotland,10,Scotland,35,68
1074964 - Netherlands vs Scotland,Netherlands,Scotland,2016/17,2017-01-17,Desert T20 Challenge,8,Sheikh Zayed Stadium,JH Davey,Scotland,15,Scotland,31,99
1074964 - Netherlands vs Scotland,Netherlands,Scotland,2016/17,2017-01-17,Desert T20 Challenge,8,Sheikh Zayed Stadium,JH Davey,Scotland,20,Scotland,54,153
1074964 - Netherlands vs Scotland,Netherlands,Scotland,2016/17,2017-01-17,Desert T20 Challenge,8,Sheikh Zayed Stadium,JH Davey,Scotland,5,Netherlands,40,40
1074964 - Netherlands vs Scotland,Netherlands,Scotland,2016/17,2017-01-17,Desert T20 Challenge,8,Sheikh Zayed Stadium,JH Davey,Scotland,10,Netherlands,23,63
1074964 - Netherlands vs Scotland,Netherlands,Scotland,2016/17,2017-01-17,Desert T20 Challenge,8,Sheikh Zayed Stadium,JH Davey,Scotland,15,Netherlands,35,98
1074964 - Netherlands vs Scotland,Netherlands,Scotland,2016/17,2017-01-17,Desert T20 Challenge,8,Sheikh Zayed Stadium,JH Davey,Scotland,20,Netherlands,17,115
1074965 - United Arab Emirates vs Ireland,United Arab Emirates,Ireland,2016/17,2017-01-18,Desert T20 Challenge,9,Dubai International Cricket Stadium,WB Rankin,Ireland,5,Ireland,61,61
1074965 - United Arab Emirates vs Ireland,United Arab Emirates,Ireland,2016/17,2017-01-18,Desert T20 Challenge,9,Dubai International Cricket Stadium,WB Rankin,Ireland,10,Ireland,59,120
1074965 - United Arab Emirates vs Ireland,United Arab Emirates,Ireland,2016/17,2017-01-18,Desert T20 Challenge,9,Dubai International Cricket Stadium,WB Rankin,Ireland,15,Ireland,30,150
1074965 - United Arab Emirates vs Ireland,United Arab Emirates,Ireland,2016/17,2017-01-18,Desert T20 Challenge,9,Dubai International Cricket Stadium,WB Rankin,Ireland,20,Ireland,32,182
1074965 - United Arab Emirates vs Ireland,United Arab Emirates,Ireland,2016/17,2017-01-18,Desert T20 Challenge,9,Dubai International Cricket Stadium,WB Rankin,Ireland,5,United Arab Emirates,62,62
1074965 - United Arab Emirates vs Ireland,United Arab Emirates,Ireland,2016/17,2017-01-18,Desert T20 Challenge,9,Dubai International Cricket Stadium,WB Rankin,Ireland,10,United Arab Emirates,29,91
1074965 - United Arab Emirates vs Ireland,United Arab Emirates,Ireland,2016/17,2017-01-18,Desert T20 Challenge,9,Dubai International Cricket Stadium,WB Rankin,Ireland,15,United Arab Emirates,25,116
1074965 - United Arab Emirates vs Ireland,United Arab Emirates,Ireland,2016/17,2017-01-18,Desert T20 Challenge,9,Dubai International Cricket Stadium,WB Rankin,Ireland,20,United Arab Emirates,31,147
1074966 - Hong Kong vs Netherlands,Hong Kong,Netherlands,2016/17,2017-01-18,Desert T20 Challenge,10,Dubai International Cricket Stadium,Anshuman Rath,Hong Kong,5,Hong Kong,7,7
1074966 - Hong Kong vs Netherlands,Hong Kong,Netherlands,2016/17,2017-01-18,Desert T20 Challenge,10,Dubai International Cricket Stadium,Anshuman Rath,Hong Kong,10,Hong Kong,26,33
1074966 - Hong Kong vs Netherlands,Hong Kong,Netherlands,2016/17,2017-01-18,Desert T20 Challenge,10,Dubai International Cricket Stadium,Anshuman Rath,Hong Kong,15,Hong Kong,25,58
1074966 - Hong Kong vs Netherlands,Hong Kong,Netherlands,2016/17,2017-01-18,Desert T20 Challenge,10,Dubai International Cricket Stadium,Anshuman Rath,Hong Kong,20,Hong Kong,36,94
1074966 - Hong Kong vs Netherlands,Hong Kong,Netherlands,2016/17,2017-01-18,Desert T20 Challenge,10,Dubai International Cricket Stadium,Anshuman Rath,Hong Kong,5,Netherlands,46,46
1074966 - Hong Kong vs Netherlands,Hong Kong,Netherlands,2016/17,2017-01-18,Desert T20 Challenge,10,Dubai International Cricket Stadium,Anshuman Rath,Hong Kong,10,Netherlands,33,79
1074966 - Hong Kong vs Netherlands,Hong Kong,Netherlands,2016/17,2017-01-18,Desert T20 Challenge,10,Dubai International Cricket Stadium,Anshuman Rath,Hong Kong,15,Netherlands,25,104
1074966 - Hong Kong vs Netherlands,Hong Kong,Netherlands,2016/17,2017-01-18,Desert T20 Challenge,10,Dubai International Cricket Stadium,Anshuman Rath,Hong Kong,20,Netherlands,39,143
1074968 - Oman vs Scotland,Oman,Scotland,2016/17,2017-01-19,Desert T20 Challenge,12,Dubai International Cricket Stadium,MH Cross,Scotland,5,Oman,37,37
1074968 - Oman vs Scotland,Oman,Scotland,2016/17,2017-01-19,Desert T20 Challenge,12,Dubai International Cricket Stadium,MH Cross,Scotland,10,Oman,28,65
1074968 - Oman vs Scotland,Oman,Scotland,2016/17,2017-01-19,Desert T20 Challenge,12,Dubai International Cricket Stadium,MH Cross,Scotland,15,Oman,35,100
1074968 - Oman vs Scotland,Oman,Scotland,2016/17,2017-01-19,Desert T20 Challenge,12,Dubai International Cricket Stadium,MH Cross,Scotland,20,Oman,32,132
1074968 - Oman vs Scotland,Oman,Scotland,2016/17,2017-01-19,Desert T20 Challenge,12,Dubai International Cricket Stadium,MH Cross,Scotland,5,Scotland,54,54
1074968 - Oman vs Scotland,Oman,Scotland,2016/17,2017-01-19,Desert T20 Challenge,12,Dubai International Cricket Stadium,MH Cross,Scotland,10,Scotland,44,98
1074968 - Oman vs Scotland,Oman,Scotland,2016/17,2017-01-19,Desert T20 Challenge,12,Dubai International Cricket Stadium,MH Cross,Scotland,15,Scotland,35,133
1074968 - Oman vs Scotland,Oman,Scotland,2016/17,2017-01-19,Desert T20 Challenge,12,Dubai International Cricket Stadium,MH Cross,Scotland,20,Scotland,40,173
1074969 - Afghanistan vs Oman,Afghanistan,Oman,2016/17,2017-01-20,Desert T20 Challenge,,Dubai International Cricket Stadium,Mohammad Shahzad,Afghanistan,5,Oman,31,31
1074969 - Afghanistan vs Oman,Afghanistan,Oman,2016/17,2017-01-20,Desert T20 Challenge,,Dubai International Cricket Stadium,Mohammad Shahzad,Afghanistan,10,Oman,56,87
1074969 - Afghanistan vs Oman,Afghanistan,Oman,2016/17,2017-01-20,Desert T20 Challenge,,Dubai International Cricket Stadium,Mohammad Shahzad,Afghanistan,15,Oman,46,133
1074969 - Afghanistan vs Oman,Afghanistan,Oman,2016/17,2017-01-20,Desert T20 Challenge,,Dubai International Cricket Stadium,Mohammad Shahzad,Afghanistan,20,Oman,48,181
1074969 - Afghanistan vs Oman,Afghanistan,Oman,2016/17,2017-01-20,Desert T20 Challenge,,Dubai International Cricket Stadium,Mohammad Shahzad,Afghanistan,5,Afghanistan,61,61
1074969 - Afghanistan vs Oman,Afghanistan,Oman,2016/17,2017-01-20,Desert T20 Challenge,,Dubai International Cricket Stadium,Mohammad Shahzad,Afghanistan,10,Afghanistan,45,106
1074969 - Afghanistan vs Oman,Afghanistan,Oman,2016/17,2017-01-20,Desert T20 Challenge,,Dubai International Cricket Stadium,Mohammad Shahzad,Afghanistan,15,Afghanistan,37,143
1074969 - Afghanistan vs Oman,Afghanistan,Oman,2016/17,2017-01-20,Desert T20 Challenge,,Dubai International Cricket Stadium,Mohammad Shahzad,Afghanistan,20,Afghanistan,31,174
1074970 - Ireland vs Scotland,Ireland,Scotland,2016/17,2017-01-20,Desert T20 Challenge,,Dubai International Cricket Stadium,GC Wilson,Ireland,5,Ireland,0,0
1074970 - Ireland vs Scotland,Ireland,Scotland,2016/17,2017-01-20,Desert T20 Challenge,,Dubai International Cricket Stadium,GC Wilson,Ireland,10,Ireland,37,37
1074970 - Ireland vs Scotland,Ireland,Scotland,2016/17,2017-01-20,Desert T20 Challenge,,Dubai International Cricket Stadium,GC Wilson,Ireland,15,Ireland,19,56
1074970 - Ireland vs Scotland,Ireland,Scotland,2016/17,2017-01-20,Desert T20 Challenge,,Dubai International Cricket Stadium,GC Wilson,Ireland,20,Ireland,63,119
1074970 - Ireland vs Scotland,Ireland,Scotland,2016/17,2017-01-20,Desert T20 Challenge,,Dubai International Cricket Stadium,GC Wilson,Ireland,5,Scotland,55,55
1074970 - Ireland vs Scotland,Ireland,Scotland,2016/17,2017-01-20,Desert T20 Challenge,,Dubai International Cricket Stadium,GC Wilson,Ireland,10,Scotland,16,71
1074970 - Ireland vs Scotland,Ireland,Scotland,2016/17,2017-01-20,Desert T20 Challenge,,Dubai International Cricket Stadium,GC Wilson,Ireland,15,Scotland,23,94
1074970 - Ireland vs Scotland,Ireland,Scotland,2016/17,2017-01-20,Desert T20 Challenge,,Dubai International Cricket Stadium,GC Wilson,Ireland,20,Scotland,44,138
1077947 - West Indies vs Pakistan,West Indies,Pakistan,2017,2017-03-26,Pakistan in West Indies T20I Series,1,"""Kensington Oval",Shadab Khan,Pakistan,5,West Indies,24,24
1077947 - West Indies vs Pakistan,West Indies,Pakistan,2017,2017-03-26,Pakistan in West Indies T20I Series,1,"""Kensington Oval",Shadab Khan,Pakistan,10,West Indies,38,62
1077947 - West Indies vs Pakistan,West Indies,Pakistan,2017,2017-03-26,Pakistan in West Indies T20I Series,1,"""Kensington Oval",Shadab Khan,Pakistan,15,West Indies,45,107
1077947 - West Indies vs Pakistan,West Indies,Pakistan,2017,2017-03-26,Pakistan in West Indies T20I Series,1,"""Kensington Oval",Shadab Khan,Pakistan,20,West Indies,29,136
1077947 - West Indies vs Pakistan,West Indies,Pakistan,2017,2017-03-26,Pakistan in West Indies T20I Series,1,"""Kensington Oval",Shadab Khan,Pakistan,5,Pakistan,45,45
1077947 - West Indies vs Pakistan,West Indies,Pakistan,2017,2017-03-26,Pakistan in West Indies T20I Series,1,"""Kensington Oval",Shadab Khan,Pakistan,10,Pakistan,16,61
1077947 - West Indies vs Pakistan,West Indies,Pakistan,2017,2017-03-26,Pakistan in West Indies T20I Series,1,"""Kensington Oval",Shadab Khan,Pakistan,15,Pakistan,39,100
1077947 - West Indies vs Pakistan,West Indies,Pakistan,2017,2017-03-26,Pakistan in West Indies T20I Series,1,"""Kensington Oval",Shadab Khan,Pakistan,20,Pakistan,57,157
1077948 - West Indies vs Pakistan,West Indies,Pakistan,2017,2017-03-30,Pakistan in West Indies T20I Series,2,"""Queen's Park Oval",Shadab Khan,Pakistan,5,Pakistan,19,19
1077948 - West Indies vs Pakistan,West Indies,Pakistan,2017,2017-03-30,Pakistan in West Indies T20I Series,2,"""Queen's Park Oval",Shadab Khan,Pakistan,10,Pakistan,36,55
1077948 - West Indies vs Pakistan,West Indies,Pakistan,2017,2017-03-30,Pakistan in West Indies T20I Series,2,"""Queen's Park Oval",Shadab Khan,Pakistan,15,Pakistan,43,98
1077948 - West Indies vs Pakistan,West Indies,Pakistan,2017,2017-03-30,Pakistan in West Indies T20I Series,2,"""Queen's Park Oval",Shadab Khan,Pakistan,20,Pakistan,46,144
